"","date","volume","high","low","open","close"
"1",2023-03-01 14:30:00,1398387,162.740005493164,160.589996337891,160.919998168945,162.559997558594
"2",2023-03-01 15:30:00,1082316,163.589996337891,162.089996337891,162.514999389648,162.460006713867
"3",2023-03-01 16:30:00,770915,162.740005493164,162.029998779297,162.449996948242,162.070007324219
"4",2023-03-01 17:30:00,693139,162.220001220703,161.559997558594,162.089996337891,161.669998168945
"5",2023-03-01 18:30:00,594710,161.850006103516,161.339996337891,161.660003662109,161.710006713867
"6",2023-03-01 19:30:00,637982,162.179992675781,161.559997558594,161.699996948242,162.056900024414
"7",2023-03-01 20:30:00,1102253,162.380004882812,161.960006713867,162.070007324219,162.089996337891
"8",2023-03-02 14:30:00,1116238,163.490005493164,161.590103149414,161.979995727539,163.089996337891
"9",2023-03-02 15:30:00,770623,163.285003662109,162.139999389648,163.100006103516,162.300003051758
"10",2023-03-02 16:30:00,459283,162.600006103516,161.910003662109,162.279998779297,161.986999511719
"11",2023-03-02 17:30:00,422873,162.550003051758,161.960006713867,161.979995727539,162.110000610352
"12",2023-03-02 18:30:00,525252,162.839996337891,162.080001831055,162.119995117188,162.736099243164
"13",2023-03-02 19:30:00,481929,162.979995727539,162.449996948242,162.75,162.960006713867
"14",2023-03-02 20:30:00,666191,163.279998779297,162.350006103516,162.970001220703,162.580001831055
"15",2023-03-03 14:30:00,1231426,163.341506958008,160.419998168945,160.869995117188,162.720001220703
"16",2023-03-03 15:30:00,575981,163.889694213867,162.679992675781,162.699996948242,163.839996337891
"17",2023-03-03 16:30:00,584817,164.5,163.679992675781,163.815002441406,164.130004882812
"18",2023-03-03 17:30:00,537484,164.929992675781,163.729995727539,164.130004882812,164.789993286133
"19",2023-03-03 18:30:00,470111,165.139999389648,164.427505493164,164.779998779297,165.125
"20",2023-03-03 19:30:00,655049,165.580001831055,164.919998168945,165.130004882812,165.050003051758
"21",2023-03-03 20:30:00,818830,165.080001831055,164.610000610352,165.039993286133,164.929992675781
"22",2023-03-06 14:30:00,1190035,164.940002441406,163.809997558594,164.339996337891,164.779998779297
"23",2023-03-06 15:30:00,927492,165.270004272461,164.440002441406,164.785003662109,165.195007324219
"24",2023-03-06 16:30:00,798121,166.149993896484,165.210006713867,165.255004882812,165.839996337891
"25",2023-03-06 17:30:00,544853,166.149993896484,165.539993286133,165.865005493164,165.759994506836
"26",2023-03-06 18:30:00,618290,166.380004882812,165.690002441406,165.75,166.369995117188
"27",2023-03-06 19:30:00,974321,166.800003051758,166.080001831055,166.369995117188,166.410003662109
"28",2023-03-06 20:30:00,1074421,166.679992675781,166.014999389648,166.419998168945,166.160003662109
"29",2023-03-07 14:30:00,1548634,166.600006103516,165.259994506836,165.699996948242,166.160003662109
"30",2023-03-07 15:30:00,920095,166.596893310547,164.839996337891,166.154998779297,164.839996337891
"31",2023-03-07 16:30:00,737906,165.664993286133,164.600006103516,164.830001831055,165.050003051758
"32",2023-03-07 17:30:00,418760,165.089996337891,164.199996948242,165.039993286133,164.300003051758
"33",2023-03-07 18:30:00,504489,164.383193969727,163.580001831055,164.276306152344,163.830001831055
"34",2023-03-07 19:30:00,630857,164.259994506836,163.660003662109,163.839996337891,164.039993286133
"35",2023-03-07 20:30:00,1009321,164.369995117188,163.865005493164,164.050003051758,164.009994506836
"36",2023-03-08 14:30:00,1085250,165.289993286133,163.220001220703,163.229995727539,164.169998168945
"37",2023-03-08 15:30:00,680915,164.699996948242,162.740005493164,164.100006103516,163.044998168945
"38",2023-03-08 16:30:00,570680,163.100006103516,161.380004882812,163.070007324219,161.639999389648
"39",2023-03-08 17:30:00,447320,162.246307373047,161.649993896484,161.699996948242,161.699996948242
"40",2023-03-08 18:30:00,515043,162.415496826172,161.649993896484,161.699996948242,162.154998779297
"41",2023-03-08 19:30:00,640521,162.330001831055,161.649993896484,162.169998168945,161.789093017578
"42",2023-03-08 20:30:00,866013,163.115005493164,161.770004272461,161.779998779297,162.990005493164
"43",2023-03-09 14:30:00,994901,165.490005493164,163.570007324219,163.789993286133,163.990005493164
"44",2023-03-09 15:30:00,651299,164.774993896484,163.630004882812,163.990005493164,164.145004272461
"45",2023-03-09 16:30:00,469998,164.360000610352,163.399993896484,164.110000610352,163.850006103516
"46",2023-03-09 17:30:00,546062,163.875,162.490005493164,163.839996337891,162.869995117188
"47",2023-03-09 18:30:00,507603,163.089996337891,162.080001831055,162.869995117188,162.229995727539
"48",2023-03-09 19:30:00,696781,162.259994506836,160.589996337891,162.229995727539,161.009994506836
"49",2023-03-09 20:30:00,1133077,161.5,160.190002441406,161,160.509994506836
"50",2023-03-10 14:30:00,1937798,164.669998168945,160.199996948242,160.940002441406,161.610000610352
"51",2023-03-10 15:30:00,611102,162.979995727539,160.869995117188,161.649993896484,162.899993896484
"52",2023-03-10 16:30:00,490150,163.25,160.794998168945,162.899993896484,161.291000366211
"53",2023-03-10 17:30:00,555282,161.630004882812,159.539993286133,161.399993896484,159.779998779297
"54",2023-03-10 18:30:00,556398,159.860000610352,158.679992675781,159.764999389648,158.740005493164
"55",2023-03-10 19:30:00,738806,159.990005493164,158.720001220703,158.720001220703,159.199996948242
"56",2023-03-10 20:30:00,1374620,159.880004882812,158.669998168945,159.179992675781,159.679992675781
"57",2023-03-13 13:30:00,2041256,158.309997558594,153.800003051758,156.440002441406,157.149993896484
"58",2023-03-13 14:30:00,1325889,160.660003662109,157.210006713867,157.229995727539,160.139999389648
"59",2023-03-13 15:30:00,1024486,160.949996948242,158.729995727539,160.160003662109,159.559997558594
"60",2023-03-13 16:30:00,923214,160.270004272461,158.820007324219,159.600006103516,159.169998168945
"61",2023-03-13 17:30:00,984242,160.570007324219,158.619995117188,159.179992675781,160.169998168945
"62",2023-03-13 18:30:00,1235675,160.389999389648,157.929992675781,160.190002441406,158.100006103516
"63",2023-03-13 19:30:00,1300520,159.190002441406,158.029998779297,158.050003051758,158.710006713867
"64",2023-03-14 13:30:00,1127744,161.699996948242,157.880004882812,158.259994506836,161.100006103516
"65",2023-03-14 14:30:00,975794,163.470092773438,160.770004272461,161.160003662109,163.380004882812
"66",2023-03-14 15:30:00,898760,164.020004272461,162.889999389648,163.369995117188,162.889999389648
"67",2023-03-14 16:30:00,714424,163.110000610352,161.190002441406,162.869995117188,161.589996337891
"68",2023-03-14 17:30:00,1078731,162.259994506836,160.699996948242,161.619995117188,161.115005493164
"69",2023-03-14 18:30:00,1679516,161.270004272461,158.119995117188,161.100006103516,159.744995117188
"70",2023-03-14 19:30:00,1398151,161.054992675781,159.460006713867,159.759994506836,160.699996948242
"71",2023-03-15 13:30:00,2805508,157.949996948242,154.405395507812,155.589996337891,156.059997558594
"72",2023-03-15 14:30:00,1238632,156.600006103516,154.970001220703,156.020004272461,155.610000610352
"73",2023-03-15 15:30:00,1493543,155.729995727539,152.110000610352,155.610000610352,152.899993896484
"74",2023-03-15 16:30:00,1325151,154.085006713867,152.009994506836,152.869995117188,153.389999389648
"75",2023-03-15 17:30:00,1431252,154.199996948242,152.309997558594,153.384994506836,153.740005493164
"76",2023-03-15 18:30:00,1475932,154.770004272461,153.110000610352,153.779998779297,153.399993896484
"77",2023-03-15 19:30:00,1823836,153.880004882812,152.649993896484,153.389999389648,153.809997558594
"78",2023-03-16 13:30:00,2833105,152.919998168945,149.910003662109,150.160003662109,150.360000610352
"79",2023-03-16 14:30:00,2036433,154.048797607422,150.350006103516,150.419998168945,153.320007324219
"80",2023-03-16 15:30:00,996361,153.75,152.070007324219,153.300003051758,153.669998168945
"81",2023-03-16 16:30:00,1313799,155.464996337891,153.210006713867,153.672698974609,154.830001831055
"82",2023-03-16 17:30:00,1005189,154.944702148438,153.309997558594,154.820007324219,153.779998779297
"83",2023-03-16 18:30:00,1322656,154.360000610352,153.139999389648,153.759994506836,154.009994506836
"84",2023-03-16 19:30:00,1751770,154.720001220703,153.860000610352,154.050003051758,154.330001831055
"85",2023-03-17 13:30:00,3779526,155.380004882812,153.039993286133,153.619995117188,153.080001831055
"86",2023-03-17 14:30:00,1225289,153.380004882812,152,153.110000610352,152.479995727539
"87",2023-03-17 15:30:00,998517,153.589996337891,151.490005493164,152.470001220703,153.539993286133
"88",2023-03-17 16:30:00,686385,153.830001831055,152.449996948242,153.570007324219,152.729995727539
